,University,Latitude,Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
1135,UNIVERSITY OF GENEVA,46.199444,6.142926999999999,Les Armures,46.2012509761624,6.147125652615193,Swiss Restaurant
1136,UNIVERSITY OF GENEVA,46.199444,6.142926999999999,Tartare&Co,46.196738,6.142011,French Restaurant
1137,UNIVERSITY OF GENEVA,46.199444,6.142926999999999,Le Verre à Monique,46.201205070328875,6.138123103396167,Cocktail Bar
1138,UNIVERSITY OF GENEVA,46.199444,6.142926999999999,Patek Philippe Museum,46.1984,6.13818,Museum
1139,UNIVERSITY OF GENEVA,46.199444,6.142926999999999,Voisins - Coworking Café,46.19600249072818,6.1442969762022965,Coworking Space
1140,UNIVERSITY OF GENEVA,46.199444,6.142926999999999,bleu nuit,46.200318,6.139031,Restaurant
1141,UNIVERSITY OF GENEVA,46.199444,6.142926999999999,Grand Théâtre de Genève,46.20173303246294,6.142677068710327,Opera House
1142,UNIVERSITY OF GENEVA,46.199444,6.142926999999999,Baï-Toey,46.201321,6.138765,Thai Restaurant
1143,UNIVERSITY OF GENEVA,46.199444,6.142926999999999,Livresse,46.1965065947155,6.142556752534306,Café
1144,UNIVERSITY OF GENEVA,46.199444,6.142926999999999,WooD,46.197982947998355,6.138954162597656,Salon / Barbershop
1145,UNIVERSITY OF GENEVA,46.199444,6.142926999999999,Starbucks,46.19820020837581,6.143010574680244,Coffee Shop
1146,UNIVERSITY OF GENEVA,46.199444,6.142926999999999,Street Beirut,46.200385,6.139877,Lebanese Restaurant
1147,UNIVERSITY OF GENEVA,46.199444,6.142926999999999,Le Kraken,46.197343041927496,6.138450333260246,Bar
1148,UNIVERSITY OF GENEVA,46.199444,6.142926999999999,Brasserie Lipp,46.20328645199793,6.144774583721336,French Restaurant
1149,UNIVERSITY OF GENEVA,46.199444,6.142926999999999,Café du Lys,46.19722366355834,6.138422275018332,Bar
1150,UNIVERSITY OF GENEVA,46.199444,6.142926999999999,L'Echalotte,46.201735848346765,6.138201558288761,French Restaurant
1151,UNIVERSITY OF GENEVA,46.199444,6.142926999999999,Cathédrale Saint-Pierre,46.20113526386962,6.148427724838257,Church
1152,UNIVERSITY OF GENEVA,46.199444,6.142926999999999,Cercle des Bains,46.198830924362326,6.138579188933514,Lounge
1153,UNIVERSITY OF GENEVA,46.199444,6.142926999999999,Le Thé,46.20113453547691,6.137797385305393,Dim Sum Restaurant
1154,UNIVERSITY OF GENEVA,46.199444,6.142926999999999,L'Apothicaire Cocktail Club,46.20274558756432,6.14008686124784,Cocktail Bar
1155,UNIVERSITY OF GENEVA,46.199444,6.142926999999999,Minotor Steak House,46.196843206981576,6.139500168641762,Restaurant
1156,UNIVERSITY OF GENEVA,46.199444,6.142926999999999,Place du Bourg de Four,46.20003995671398,6.148787140846252,Plaza
1157,UNIVERSITY OF GENEVA,46.199444,6.142926999999999,THF Red Label,46.196371591437284,6.143814532142793,Burger Joint
1158,UNIVERSITY OF GENEVA,46.199444,6.142926999999999,Payot,46.20372653503956,6.144583892331283,Bookstore
1159,UNIVERSITY OF GENEVA,46.199444,6.142926999999999,Bat Dat,46.20172436206993,6.137902009614584,Vietnamese Restaurant
1160,UNIVERSITY OF GENEVA,46.199444,6.142926999999999,Fraser Suites Geneva,46.20334891642515,6.145907588506173,Hotel
1161,UNIVERSITY OF GENEVA,46.199444,6.142926999999999,Ou Bien Encore,46.20086066387504,6.137703517075359,Café
1162,UNIVERSITY OF GENEVA,46.199444,6.142926999999999,Café Glacier Remor,46.20155,6.13999,Café
1163,UNIVERSITY OF HELSINKI,60.17103775,24.9491506306407,Tuomiokirkon portaat,60.169908771486334,24.951914561668424,Scenic Lookout
1164,UNIVERSITY OF HELSINKI,60.17103775,24.9491506306407,Fratello Torrefazione,60.169775,24.947886,Coffee Shop
1165,UNIVERSITY OF HELSINKI,60.17103775,24.9491506306407,Senaatintori,60.16937710235124,24.95203277621385,Plaza
1166,UNIVERSITY OF HELSINKI,60.17103775,24.9491506306407,Sori Taproom,60.17196260035701,24.94743537626617,Brewery
1167,UNIVERSITY OF HELSINKI,60.17103775,24.9491506306407,Kaisla,60.171877813403036,24.947377580647792,Beer Bar
1168,UNIVERSITY OF HELSINKI,60.17103775,24.9491506306407,Iittala,60.16832,24.94985,Furniture / Home Store
1169,UNIVERSITY OF HELSINKI,60.17103775,24.9491506306407,Pien Shop & Bar,60.16967317676566,24.94452640414238,Beer Store
1170,UNIVERSITY OF HELSINKI,60.17103775,24.9491506306407,Roasberg,60.17042,24.945522,Café
1171,UNIVERSITY OF HELSINKI,60.17103775,24.9491506306407,Tre,60.16933580867441,24.945271919049063,Furniture / Home Store
1172,UNIVERSITY OF HELSINKI,60.17103775,24.9491506306407,Bei Fang,60.171602,24.95399,Chinese Restaurant
1173,UNIVERSITY OF HELSINKI,60.17103775,24.9491506306407,Radisson Blu Plaza Hotel,60.172478587704745,24.945715963840485,Hotel
1174,UNIVERSITY OF HELSINKI,60.17103775,24.9491506306407,Fred Perry,60.16910013915144,24.947486077753005,Clothing Store
1175,UNIVERSITY OF HELSINKI,60.17103775,24.9491506306407,Chaya Teekauppa,60.169897962199336,24.947813315734336,Tea Room
1176,UNIVERSITY OF HELSINKI,60.17103775,24.9491506306407,Kino Engel,60.16867914639442,24.952088067844414,Indie Movie Theater
1177,UNIVERSITY OF HELSINKI,60.17103775,24.9491506306407,Aleksanteri II -patsas,60.169459527376716,24.95222562192228,Monument / Landmark
1178,UNIVERSITY OF HELSINKI,60.17103775,24.9491506306407,Via Tribunali,60.16852756833915,24.95204973592984,Pizza Place
1179,UNIVERSITY OF HELSINKI,60.17103775,24.9491506306407,Eat Poké HKI,60.169653,24.944796,Hawaiian Restaurant
1180,UNIVERSITY OF HELSINKI,60.17103775,24.9491506306407,Mumin Kaffe,60.16809809183348,24.949598588960804,Café
1181,UNIVERSITY OF HELSINKI,60.17103775,24.9491506306407,Ateneum,60.17030164536989,24.943787617144782,Art Museum
1182,UNIVERSITY OF HELSINKI,60.17103775,24.9491506306407,EasyFit Helsinki Club,60.16959234202821,24.94685178839238,Gym / Fitness Center
1183,UNIVERSITY OF HELSINKI,60.17103775,24.9491506306407,Fazer Café,60.168481313782486,24.947505663447085,Café
1184,UNIVERSITY OF HELSINKI,60.17103775,24.9491506306407,Trillby & Chadwick,60.16839762007591,24.95365146506526,Speakeasy
1185,UNIVERSITY OF HELSINKI,60.17103775,24.9491506306407,KesäKino Engel,60.16897858806784,24.95175787751271,Indie Movie Theater
1186,UNIVERSITY OF HELSINKI,60.17103775,24.9491506306407,La Torrefazione,60.16890053536016,24.943817349875314,Coffee Shop
1187,UNIVERSITY OF HELSINKI,60.17103775,24.9491506306407,Helsingin Kahvikomppania,60.17223059484227,24.95061932509594,Food Truck
1188,UNIVERSITY OF HELSINKI,60.17103775,24.9491506306407,Fafa's,60.16952256414196,24.94531391552122,Falafel Restaurant
1189,UNIVERSITY OF HELSINKI,60.17103775,24.9491506306407,El Fant,60.16868,24.953713,Café
1190,UNIVERSITY OF HELSINKI,60.17103775,24.9491506306407,Kanniston Leipomo,60.169851466206936,24.946213106447356,Bakery
1191,UNIVERSITY OF HELSINKI,60.17103775,24.9491506306407,Robert's Coffee Jugend,60.16793847395258,24.950775054862813,Coffee Shop
1192,UNIVERSITY OF HELSINKI,60.17103775,24.9491506306407,Punnitse & Säästä,60.17261160726084,24.94878164131288,Health Food Store
1193,UNIVERSITY OF HELSINKI,60.17103775,24.9491506306407,Ihana Kahvila,60.169045420343416,24.949015080928802,Café
1194,UNIVERSITY OF HELSINKI,60.17103775,24.9491506306407,Paulig Kulma,60.16898340869731,24.94769422757256,Coffee Shop
1195,UNIVERSITY OF HELSINKI,60.17103775,24.9491506306407,Esplanadin puisto,60.16750936522972,24.947448716581984,Park
1196,UNIVERSITY OF HELSINKI,60.17103775,24.9491506306407,Jungle Juice Bar,60.16835156443677,24.94676361792992,Juice Bar
1197,UNIVERSITY OF HELSINKI,60.17103775,24.9491506306407,Pompier ESPA,60.167407139649455,24.949178301090768,French Restaurant
1198,UNIVERSITY OF HELSINKI,60.17103775,24.9491506306407,Suomen Kansallisteatteri,60.17251,24.9437399,Theater
1199,UNIVERSITY OF HELSINKI,60.17103775,24.9491506306407,Helsingin kaupunginmuseo / Helsinki City Museum (Helsingin kaupunginmuseo),60.168996,24.954028,History Museum
1200,UNIVERSITY OF HELSINKI,60.17103775,24.9491506306407,Friends & Brgrs,60.16961,24.945158,Burger Joint
1201,UNIVERSITY OF HELSINKI,60.17103775,24.9491506306407,Restaurant Ask,60.17236603713455,24.95586388727837,Scandinavian Restaurant
1202,UNIVERSITY OF HELSINKI,60.17103775,24.9491506306407,Habitat Helsinki,60.16955676588021,24.942440986633297,Furniture / Home Store
1203,UNIVERSITY OF HELSINKI,60.17103775,24.9491506306407,Salutorget,60.16787996630912,24.951939483078593,Scandinavian Restaurant
1204,UNIVERSITY OF HELSINKI,60.17103775,24.9491506306407,Espan lava,60.167591945386384,24.95022858014584,Music Venue
1205,UNIVERSITY OF HELSINKI,60.17103775,24.9491506306407,Mad Possum,60.17234912857293,24.9539365638905,Coffee Shop
1206,UNIVERSITY OF HELSINKI,60.17103775,24.9491506306407,Massimo Dutti,60.16898293272494,24.945215322021596,Clothing Store
1207,UNIVERSITY OF HELSINKI,60.17103775,24.9491506306407,Momotoko,60.16983358141345,24.94695681330198,Ramen Restaurant
1208,UNIVERSITY OF HELSINKI,60.17103775,24.9491506306407,Pizzarium,60.16904139223885,24.94824438648666,Pizza Place
1209,UNIVERSITY OF HELSINKI,60.17103775,24.9491506306407,4Runners,60.17022387138063,24.946582317352295,Sporting Goods Shop
1210,UNIVERSITY OF HELSINKI,60.17103775,24.9491506306407,Kuuma Garden,60.168062,24.946226,Café
1211,UNIVERSITY OF HELSINKI,60.17103775,24.9491506306407,Ravintola Aino,60.16781488930171,24.950155542868345,Scandinavian Restaurant
1212,UNIVERSITY OF HELSINKI,60.17103775,24.9491506306407,Lasten kaupunki,60.169018,24.954156,History Museum
1213,TECHNICAL UNIVERSITY OF DENMARK,55.78541445,12.520215144442101,S-Huset,55.78644892882702,12.525725643758177,Bar
1214,TECHNICAL UNIVERSITY OF DENMARK,55.78541445,12.520215144442101,Døgn Netto,55.78374839083377,12.524040364694358,Food & Drink Shop
1215,TECHNICAL UNIVERSITY OF DENMARK,55.78541445,12.520215144442101,DTU Hovedkantinen,55.786646620060466,12.52478641553934,College Cafeteria
1216,TECHNICAL UNIVERSITY OF DENMARK,55.78541445,12.520215144442101,DTU Fitness,55.785819754917526,12.525264149640932,Gym / Fitness Center
1217,TECHNICAL UNIVERSITY OF DENMARK,55.78541445,12.520215144442101,Kælderbaren DTU,55.786471284873265,12.525693842749419,Bar
1218,"KIT, KARLSRUHER INSTITUT FÜR TECHNOLOGIE",49.011919899999995,8.414841599999999,AKK,49.01103599507109,8.415119425550586,Bar
1219,"KIT, KARLSRUHER INSTITUT FÜR TECHNOLOGIE",49.011919899999995,8.414841599999999,Oxford Pub,49.00852703914241,8.412962345190193,Pub
1220,"KIT, KARLSRUHER INSTITUT FÜR TECHNOLOGIE",49.011919899999995,8.414841599999999,Oxford Café,49.00922771697437,8.411770009592182,Restaurant
1221,"KIT, KARLSRUHER INSTITUT FÜR TECHNOLOGIE",49.011919899999995,8.414841599999999,Der Vogelbräu,49.0075112594374,8.413949765975861,Brewery
1222,"KIT, KARLSRUHER INSTITUT FÜR TECHNOLOGIE",49.011919899999995,8.414841599999999,Marrakesch Imbiss,49.008872014838865,8.410061461714626,Mediterranean Restaurant
1223,"KIT, KARLSRUHER INSTITUT FÜR TECHNOLOGIE",49.011919899999995,8.414841599999999,Fasanengarten,49.01541931294376,8.41303825378418,Park
1224,"KIT, KARLSRUHER INSTITUT FÜR TECHNOLOGIE",49.011919899999995,8.414841599999999,Phono,49.010000858849104,8.420226573944092,Pub
1225,"KIT, KARLSRUHER INSTITUT FÜR TECHNOLOGIE",49.011919899999995,8.414841599999999,Z10,49.00853949604388,8.41417147203461,Café
1226,"KIT, KARLSRUHER INSTITUT FÜR TECHNOLOGIE",49.011919899999995,8.414841599999999,Habibi,49.009144,8.411387,Middle Eastern Restaurant
1227,"KIT, KARLSRUHER INSTITUT FÜR TECHNOLOGIE",49.011919899999995,8.414841599999999,Oktave,49.009310767560315,8.420350037502804,Lounge
1228,"KIT, KARLSRUHER INSTITUT FÜR TECHNOLOGIE",49.011919899999995,8.414841599999999,Pfannestiel,49.007657767203256,8.413823125644551,German Restaurant
1229,"KIT, KARLSRUHER INSTITUT FÜR TECHNOLOGIE",49.011919899999995,8.414841599999999,Volkswagen Zentrum Karlsruhe GmbH,49.008336500992286,8.416991829872131,Auto Dealership
1230,"KIT, KARLSRUHER INSTITUT FÜR TECHNOLOGIE",49.011919899999995,8.414841599999999,Karthago Döner,49.00884067581835,8.417952599071047,Fast Food Restaurant
1231,"KIT, KARLSRUHER INSTITUT FÜR TECHNOLOGIE",49.011919899999995,8.414841599999999,EDEKA Lukasiewicz,49.0089862,8.410439799999999,Supermarket
1232,"KIT, KARLSRUHER INSTITUT FÜR TECHNOLOGIE",49.011919899999995,8.414841599999999,Kani Grillhaus,49.00951617983211,8.410691496207257,Turkish Restaurant
1233,"KIT, KARLSRUHER INSTITUT FÜR TECHNOLOGIE",49.011919899999995,8.414841599999999,H Kronenplatz,49.00935118364736,8.40921560511557,Tram Station
1234,UPPSALA UNIVERSITY,59.8519424,17.6956985,Mariannes Grill & Kebab,59.85499375932302,17.69079217628157,Fast Food Restaurant
1235,UPPSALA UNIVERSITY,59.8519424,17.6956985,Max Hamburgare,59.85044108909423,17.690836787223816,Fast Food Restaurant
1236,UPPSALA UNIVERSITY,59.8519424,17.6956985,Biltema,59.84983893750996,17.689988641350183,Department Store
1237,UPPSALA UNIVERSITY,59.8519424,17.6956985,Stadium,59.849077745409765,17.693775175561644,Sporting Goods Shop
1238,UPPSALA UNIVERSITY,59.8519424,17.6956985,Hotell Fyrislund,59.85149353276938,17.693731728941202,Hotel
1239,QUEEN MARY UNIVERSITY OF LONDON (QMUL),51.52472720000001,-0.0393103466301624,Mile End Lock,51.524491543893085,-0.036972256756645304,Canal Lock
1240,QUEEN MARY UNIVERSITY OF LONDON (QMUL),51.52472720000001,-0.0393103466301624,Mile End Park,51.52533988919283,-0.03641366958618164,Park
1241,QUEEN MARY UNIVERSITY OF LONDON (QMUL),51.52472720000001,-0.0393103466301624,Mile End Climbing Wall,51.527821521985246,-0.03980048124293718,Climbing Gym
1242,QUEEN MARY UNIVERSITY OF LONDON (QMUL),51.52472720000001,-0.0393103466301624,Qmotion Health & Fitness Centre,51.52305425364156,-0.04280108751140982,Gym / Fitness Center
1243,QUEEN MARY UNIVERSITY OF LONDON (QMUL),51.52472720000001,-0.0393103466301624,The Coffee Room,51.525598,-0.034857,Coffee Shop
1244,QUEEN MARY UNIVERSITY OF LONDON (QMUL),51.52472720000001,-0.0393103466301624,The Pizza Room,51.52542550024666,-0.034784502546584495,Pizza Place
1245,QUEEN MARY UNIVERSITY OF LONDON (QMUL),51.52472720000001,-0.0393103466301624,Greedy Cow,51.52528281778136,-0.03482313381757831,Burger Joint
1246,QUEEN MARY UNIVERSITY OF LONDON (QMUL),51.52472720000001,-0.0393103466301624,Kilikyas Turkish Cuisine - Mile End,51.528121,-0.040805,Turkish Restaurant
1247,QUEEN MARY UNIVERSITY OF LONDON (QMUL),51.52472720000001,-0.0393103466301624,The Palm Tree,51.5291278754786,-0.040651559829711914,Pub
1248,QUEEN MARY UNIVERSITY OF LONDON (QMUL),51.52472720000001,-0.0393103466301624,Verdi's,51.52217270227301,-0.0446402904953977,Italian Restaurant
1249,QUEEN MARY UNIVERSITY OF LONDON (QMUL),51.52472720000001,-0.0393103466301624,Rusty Bike Pub,51.52535122338467,-0.03273409515590183,Pub
1250,QUEEN MARY UNIVERSITY OF LONDON (QMUL),51.52472720000001,-0.0393103466301624,Kitchen Pizzeria,51.5248136135522,-0.03542863041975197,Pizza Place
1251,QUEEN MARY UNIVERSITY OF LONDON (QMUL),51.52472720000001,-0.0393103466301624,Park Villa Boutique Hostel,51.52690592004278,-0.036417716323946525,Hostel
1252,QUEEN MARY UNIVERSITY OF LONDON (QMUL),51.52472720000001,-0.0393103466301624,Nando's,51.52450548862712,-0.035668015480041504,Portuguese Restaurant
1253,QUEEN MARY UNIVERSITY OF LONDON (QMUL),51.52472720000001,-0.0393103466301624,The Victoria,51.52901639706784,-0.038333508227725896,Pub
1254,QUEEN MARY UNIVERSITY OF LONDON (QMUL),51.52472720000001,-0.0393103466301624,Starbucks,51.525231524300395,-0.03945473215060204,Coffee Shop
1255,QUEEN MARY UNIVERSITY OF LONDON (QMUL),51.52472720000001,-0.0393103466301624,Co-op Food,51.52494589388659,-0.0354091984148309,Grocery Store
1256,QUEEN MARY UNIVERSITY OF LONDON (QMUL),51.52472720000001,-0.0393103466301624,The Backstreet,51.524508,-0.034154,Bar
1257,QUEEN MARY UNIVERSITY OF LONDON (QMUL),51.52472720000001,-0.0393103466301624,Costa Coffee,51.52379225815764,-0.03930844328582096,Coffee Shop
1258,QUEEN MARY UNIVERSITY OF LONDON (QMUL),51.52472720000001,-0.0393103466301624,New Globe,51.52441265549693,-0.03671924676408042,Bar
1259,QUEEN MARY UNIVERSITY OF LONDON (QMUL),51.52472720000001,-0.0393103466301624,Ground Cafe,51.52374856403706,-0.03970030667879297,Café
1260,QUEEN MARY UNIVERSITY OF LONDON (QMUL),51.52472720000001,-0.0393103466301624,The Half Moon (Wetherspoon),51.5221800512644,-0.0452538562808905,Pub
1261,QUEEN MARY UNIVERSITY OF LONDON (QMUL),51.52472720000001,-0.0393103466301624,Box Noodle,51.52338072259042,-0.03886586469801371,Noodle House
1262,QUEEN MARY UNIVERSITY OF LONDON (QMUL),51.52472720000001,-0.0393103466301624,Sainsbury's Local,51.52291551529904,-0.03968014747775065,Grocery Store
1263,QUEEN MARY UNIVERSITY OF LONDON (QMUL),51.52472720000001,-0.0393103466301624,The Orange Room,51.52223853419766,-0.0338793052259085,Middle Eastern Restaurant
1264,QUEEN MARY UNIVERSITY OF LONDON (QMUL),51.52472720000001,-0.0393103466301624,Roosters Piri Piri,51.52483812487018,-0.03529214483207997,Fast Food Restaurant
1265,QUEEN MARY UNIVERSITY OF LONDON (QMUL),51.52472720000001,-0.0393103466301624,Drapers Bar & Kitchen,51.5230248809249,-0.04277364534935146,Bar
1266,QUEEN MARY UNIVERSITY OF LONDON (QMUL),51.52472720000001,-0.0393103466301624,Wentworth Arms,51.52464122957442,-0.033630902727228,Pub
1267,QUEEN MARY UNIVERSITY OF LONDON (QMUL),51.52472720000001,-0.0393103466301624,Starbucks,51.525053,-0.035272,Coffee Shop
1268,QUEEN MARY UNIVERSITY OF LONDON (QMUL),51.52472720000001,-0.0393103466301624,Costa Coffee,51.524838513837125,-0.03536203317175244,Coffee Shop
1269,QUEEN MARY UNIVERSITY OF LONDON (QMUL),51.52472720000001,-0.0393103466301624,The Village Shop,51.52563359455367,-0.040018558502197266,Convenience Store
1270,QUEEN MARY UNIVERSITY OF LONDON (QMUL),51.52472720000001,-0.0393103466301624,Munch in Mile End,51.524633,-0.036406,Fast Food Restaurant
1271,QUEEN MARY UNIVERSITY OF LONDON (QMUL),51.52472720000001,-0.0393103466301624,Subway,51.52521428221557,-0.03462230837249767,Sandwich Place
1272,QUEEN MARY UNIVERSITY OF LONDON (QMUL),51.52472720000001,-0.0393103466301624,Milano Pizza,51.5256736451379,-0.035051107406616204,Pizza Place
1273,QUEEN MARY UNIVERSITY OF LONDON (QMUL),51.52472720000001,-0.0393103466301624,Bus Stop G,51.52555000769347,-0.03477074923559047,Bus Stop
1274,QUEEN MARY UNIVERSITY OF LONDON (QMUL),51.52472720000001,-0.0393103466301624,HFC,51.525139068727405,-0.03434709769226039,Burger Joint
1275,QUEEN MARY UNIVERSITY OF LONDON (QMUL),51.52472720000001,-0.0393103466301624,Bus Stop D,51.52527779920909,-0.03375002398816906,Bus Stop
1276,QUEEN MARY UNIVERSITY OF LONDON (QMUL),51.52472720000001,-0.0393103466301624,Platform 2,51.52502881087711,-0.03366124438209639,Platform
1277,QUEEN MARY UNIVERSITY OF LONDON (QMUL),51.52472720000001,-0.0393103466301624,Perfect Fried Chicken,51.52273644407701,-0.03402883909186063,Fried Chicken Joint
1278,QUEEN MARY UNIVERSITY OF LONDON (QMUL),51.52472720000001,-0.0393103466301624,Britannia Fish Bar,51.52900439543239,-0.03854870796203613,Fish & Chips Shop
1279,QUEEN MARY UNIVERSITY OF LONDON (QMUL),51.52472720000001,-0.0393103466301624,TfL Bus Stop - Mile End Station M,51.52536658975847,-0.032422542572021484,Bus Stop
1280,QUEEN MARY UNIVERSITY OF LONDON (QMUL),51.52472720000001,-0.0393103466301624,Salmon Lane Lock (Regents Canal),51.523002998791,-0.03281890157129316,Canal Lock
1281,UNIVERSITY OF GRONINGEN,53.21967825,6.56251482206542,Black & Bloom,53.219432522691065,6.56182459107847,Coffee Shop
1282,UNIVERSITY OF GRONINGEN,53.21967825,6.56251482206542,Mr. Mofongo,53.21936850376903,6.5641002913560555,Restaurant
1283,UNIVERSITY OF GRONINGEN,53.21967825,6.56251482206542,De Pintelier,53.21860684682149,6.56177324583391,Bar
1284,UNIVERSITY OF GRONINGEN,53.21967825,6.56251482206542,Croissanterie Pigalle,53.21761692354348,6.563481896624966,Bakery
1285,UNIVERSITY OF GRONINGEN,53.21967825,6.56251482206542,De Uurwerker,53.21871259853524,6.5616796023963575,Café
1286,UNIVERSITY OF GRONINGEN,53.21967825,6.56251482206542,Eetcafé Ugly Duck,53.2181939922151,6.5635458322597025,Café
1287,UNIVERSITY OF GRONINGEN,53.21967825,6.56251482206542,Simon Lévelt koffie & thee,53.21811027638932,6.5631206740221,Coffee Shop
1288,UNIVERSITY OF GRONINGEN,53.21967825,6.56251482206542,Dinercafe Soestdijk,53.218075582111894,6.562776691848181,Bar
1289,UNIVERSITY OF GRONINGEN,53.21967825,6.56251482206542,Pure Groningen,53.217708031885536,6.566397252621049,Frozen Yogurt Shop
1290,UNIVERSITY OF GRONINGEN,53.21967825,6.56251482206542,Feel Good,53.21910360164463,6.562109342262352,Juice Bar
1291,UNIVERSITY OF GRONINGEN,53.21967825,6.56251482206542,Der Witz,53.218258656922416,6.567053706384058,Bar
1292,UNIVERSITY OF GRONINGEN,53.21967825,6.56251482206542,Vismarkt,53.2171094082167,6.564545631408691,Plaza
1293,UNIVERSITY OF GRONINGEN,53.21967825,6.56251482206542,Het Opstapje,53.21871020466756,6.565205040901744,Bakery
1294,UNIVERSITY OF GRONINGEN,53.21967825,6.56251482206542,No 25,53.21901698332217,6.562274500335457,Salad Place
1295,UNIVERSITY OF GRONINGEN,53.21967825,6.56251482206542,Hotel Corps De Garde,53.221012,6.562892,Hotel
1296,UNIVERSITY OF GRONINGEN,53.21967825,6.56251482206542,Il Gusto,53.21918960013876,6.5620260645185535,Sandwich Place
1297,UNIVERSITY OF GRONINGEN,53.21967825,6.56251482206542,Cappuvino,53.21781377485131,6.566049026045904,Wine Bar
1298,UNIVERSITY OF GRONINGEN,53.21967825,6.56251482206542,De Kaaskop,53.21831617440984,6.563766237678248,Food & Drink Shop
1299,UNIVERSITY OF GRONINGEN,53.21967825,6.56251482206542,Het Heerenhuis,53.22188345045493,6.56424663108557,Restaurant
1300,UNIVERSITY OF GRONINGEN,53.21967825,6.56251482206542,Dille & Kamille,53.218052499006816,6.562505613517104,Furniture / Home Store
1301,UNIVERSITY OF GRONINGEN,53.21967825,6.56251482206542,Het Bakkerscafé,53.21819775956476,6.563671082630679,Bakery
1302,UNIVERSITY OF GRONINGEN,53.21967825,6.56251482206542,Starbucks,53.21900762299621,6.562789685964202,Coffee Shop
1303,UNIVERSITY OF GRONINGEN,53.21967825,6.56251482206542,Bagels & Beans,53.218128604417075,6.563410493553775,Bagel Shop
1304,UNIVERSITY OF GRONINGEN,53.21967825,6.56251482206542,Kattencafe Op Zn Kop,53.22077487338978,6.566161024533451,Café
1305,UNIVERSITY OF GRONINGEN,53.21967825,6.56251482206542,Van Erp,53.21803039348569,6.562521774575545,Liquor Store
1306,UNIVERSITY OF GRONINGEN,53.21967825,6.56251482206542,Louis XV,53.21977449929297,6.56164924417071,French Restaurant
1307,UNIVERSITY OF GRONINGEN,53.21967825,6.56251482206542,The Dog's Bollocks,53.219314615754,6.564653423691574,Pub
1308,UNIVERSITY OF GRONINGEN,53.21967825,6.56251482206542,Pho Saigon,53.218745,6.564912,Vietnamese Restaurant
1309,UNIVERSITY OF GRONINGEN,53.21967825,6.56251482206542,Café Mulder,53.21816070954565,6.562234248339539,Bar
1310,UNIVERSITY OF GRONINGEN,53.21967825,6.56251482206542,Albert Heijn,53.21680981653539,6.563427114650465,Supermarket
1311,UNIVERSITY OF GRONINGEN,53.21967825,6.56251482206542,Café De Sigaar,53.216895,6.55979,Bar
1312,UNIVERSITY OF GRONINGEN,53.21967825,6.56251482206542,Grote Markt,53.21875398728718,6.567710638046265,Plaza
1313,UNIVERSITY OF GRONINGEN,53.21967825,6.56251482206542,Mas Mas,53.22016,6.561409,Coffee Shop
1314,UNIVERSITY OF GRONINGEN,53.21967825,6.56251482206542,Plato,53.22037257970098,6.566537934214788,Record Shop
1315,UNIVERSITY OF GRONINGEN,53.21967825,6.56251482206542,Bakkerij Blanche,53.216517,6.55991,Bakery
1316,UNIVERSITY OF GRONINGEN,53.21967825,6.56251482206542,Bij Britta,53.21906457272639,6.562180323585881,Bakery
1317,UNIVERSITY OF GRONINGEN,53.21967825,6.56251482206542,Café Hooghoudt,53.218398639319496,6.567443657113416,Café
1318,UNIVERSITY OF GRONINGEN,53.21967825,6.56251482206542,Fujiyama,53.219192627318556,6.567065914986633,Japanese Restaurant
1319,UNIVERSITY OF GRONINGEN,53.21967825,6.56251482206542,De Pasta Fabriek,53.21781549145799,6.5634203361246595,Pizza Place
1320,UNIVERSITY OF GRONINGEN,53.21967825,6.56251482206542,Miss Blanche,53.21667651366004,6.5598524435154175,Hotel
1321,UNIVERSITY OF GRONINGEN,53.21967825,6.56251482206542,Café De Toeter,53.222473,6.5654907,Whisky Bar
1322,UNIVERSITY OF GRONINGEN,53.21967825,6.56251482206542,Søstrene Grene,53.2183357292885,6.567254355788746,Furniture / Home Store
1323,UNIVERSITY OF GRONINGEN,53.21967825,6.56251482206542,Gustatio,53.2182,6.568896,Italian Restaurant
1324,UNIVERSITY OF GRONINGEN,53.21967825,6.56251482206542,Café Wolthoorn & Co.,53.21825633641038,6.561772915191844,Pub
1325,UNIVERSITY OF GRONINGEN,53.21967825,6.56251482206542,Osteria Da Vinci,53.22197879861253,6.567679089436908,Italian Restaurant
1326,UNIVERSITY OF GRONINGEN,53.21967825,6.56251482206542,Ribhouse Bronco,53.21860597245644,6.568184677436991,Steakhouse
1327,UNIVERSITY OF GRONINGEN,53.21967825,6.56251482206542,Broodje van eigen deeg,53.216628990723315,6.560939483444462,Bakery
1328,UNIVERSITY OF GRONINGEN,53.21967825,6.56251482206542,Prinsenhof Hotel,53.22082912348914,6.569035281207086,Hotel
1329,UNIVERSITY OF GRONINGEN,53.21967825,6.56251482206542,Game Mania,53.221034345885876,6.5659023180594485,Video Game Store
1330,UNIVERSITY OF GRONINGEN,53.21967825,6.56251482206542,Martinitoren,53.21933271531808,6.567507897882933,Scenic Lookout
1331,HUMBOLDT-UNIVERSITÄT ZU BERLIN,52.51875685,13.3935604936378,Maxim Gorki Theater,52.51894077519612,13.39524493467083,Theater
1332,HUMBOLDT-UNIVERSITÄT ZU BERLIN,52.51875685,13.3935604936378,Reiterstandbild Friedrich der Große,52.517370062301744,13.392854268546179,Outdoor Sculpture
